cbsa,Education_Total,Less than high school graduate,High school graduate (includes equivalency),Some college or associate's degree,Bachelor's degree,Graduate or professional degree,Income_Total,"$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or more",Occupation_Total,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate, and rental and leasing","Professional, scientific, and management, and administrative, and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,"Management, business, science, and arts occupations",Service occupations,Sales and office occupations,"Natural resources, construction, and maintenance occupations","Production, transportation, and material moving occupations",year,metropolitan_area,city,state
26620,292368,32745,66360,86413,68712,38138,169951,6805,13349,16453,19098,17791,9316,9794,7299,202947,2121,11686,26350,2827,24051,7587,4527,8616,33400,39468,13018,11893,17403,89160,27587,45716,16777,23707.0,2013,True,Huntsville,AL
26820,82097,8593,23714,29645,15278,4867,45964,1694,4831,5961,5596,2971,2134,1105,698,57104,2235,5459,6489,1247,6443,3381,584,1872,7648,11460,4709,2346,3231,18756,8627,14760,7722,7239.0,2013,True,Idaho Falls,ID
26900,1283345,144998,369061,374584,253523,141179,739503,32832,59809,80247,88857,58095,33475,28406,29945,932534,5513,56151,122991,29669,108816,55629,15974,58956,104903,208968,82790,44081,38093,343274,152707,228670,77497,130386.0,2013,True,Indianapolis-Carmel-Anderson,IN
26980,96220,4587,17783,27104,23561,23185,64564,2764,4591,4988,8256,6054,3212,3063,3338,90805,1232,3250,7827,2078,8242,3024,975,4543,6135,37272,10577,3427,2223,42839,15213,19616,4577,8560.0,2013,True,Iowa City,IA
25860,252259,48727,79255,78664,32325,13288,131741,6277,10971,13303,15185,6683,2945,2788,2121,155514,2304,8098,36644,5228,16776,5398,1866,6019,10429,34924,13805,7993,6030,40539,29330,34321,15343,35981.0,2014,True,Hickory-Lenoir-Morganton,NC
26300,67961,8002,23772,21169,8288,6730,39045,1881,3580,3324,4016,2355,1269,582,1068,39405,821,2523,3013,1550,5536,1275,640,1976,5144,8516,5079,1580,1752,11252,9647,9939,3490,5077.0,2014,True,Hot Springs,AR
26380,138191,31369,56354,30349,14203,5916,74539,2808,5557,5853,8562,6194,3334,2844,2187,90695,9863,8088,9830,2633,11641,7167,815,3236,5326,14494,9605,5344,2653,22638,15530,20570,14804,17153.0,2014,True,Houma-Thibodaux,LA
26420,4117947,741342,943264,1155023,817241,461077,2226123,84515,166963,219628,258214,190970,123322,143404,179053,3112384,132083,287697,319868,119746,326322,182545,39285,180945,391054,607774,257955,175358,91752,1148031,527863,717085,346376,373029.0,2014,True,Houston-The Woodlands-Sugar Land,TX
26580,251507,34509,94209,72955,27505,22329,146108,6824,9506,14836,15993,9577,3998,3013,2525,145194,2526,7077,12206,3453,20744,9896,2101,5481,10969,44596,13953,6468,5724,50282,27422,37520,11353,18617.0,2014,True,Huntington-Ashland,WV-KY-OH
26620,299666,34898,68671,90553,68137,37407,172409,6438,11756,15710,22338,14040,10991,11144,8690,204755,1629,9513,27632,3647,20494,6560,5423,7096,38299,40715,16562,8498,18687,88133,33012,44869,15640,23101.0,2014,True,Huntsville,AL
26820,82928,6782,25522,29419,14480,6725,45712,2149,4198,4375,5888,2814,2401,1594,1697,58604,2649,4845,4805,2606,6476,4160,729,2014,8274,11731,5104,3151,2060,18967,10931,12785,7632,8289.0,2014,True,Idaho Falls,ID
26900,1300319,142620,374692,371650,266594,144763,744765,35952,63878,76991,92130,58992,35998,33302,31542,951436,6292,53703,120778,31691,119956,53118,18859,66666,105198,213056,83352,43732,35035,359770,153799,233849,72873,131145.0,2014,True,Indianapolis-Carmel-Anderson,IN
26980,99516,4811,19528,26618,27798,20761,64409,2612,3811,5389,9666,6380,3191,3330,4179,87835,1811,3756,6398,1242,9649,2564,1593,4745,8225,35457,6566,3703,2126,39780,15251,19547,5241,8016.0,2014,True,Iowa City,IA
27100,109955,11192,37826,38505,15987,6445,61686,2343,4875,6766,7281,3969,2303,1905,1543,66457,657,3270,12208,1522,7505,3450,848,3880,3724,16106,4406,3939,4942,19139,13748,16204,5823,11543.0,2014,True,Jackson,MI
27140,374375,50179,90197,123918,65044,45037,206952,8266,16016,19245,23321,15845,8796,8373,7299,255646,3761,14069,27180,7197,27977,10829,5408,15450,24042,65769,20732,15611,17621,94803,44268,61163,24144,31268.0,2014,True,Jackson,MS
27180,85255,11427,30318,23381,13687,6442,49095,1524,4599,4652,5206,2845,1061,1194,913,55850,666,2732,8177,1391,7004,3469,627,2102,4328,14877,5728,2245,2504,16261,10530,14850,3870,10339.0,2014,True,Jackson,TN
27260,964903,96748,278665,324423,174167,90900,528993,21750,40077,60677,58670,42688,23348,24260,20514,638491,1676,36112,34296,17976,83865,43850,13133,63784,87514,129437,67133,32777,26938,227916,124594,168541,51352,66088.0,2014,True,Jacksonville,FL
27340,99407,9722,26937,43536,12882,6330,61873,3551,7047,7599,6551,3343,1310,2337,983,63979,439,5134,1390,700,8148,2699,1600,1865,4938,15266,10404,2403,8993,20256,13809,16713,6665,6536.0,2014,True,Jacksonville,NC
27500,108609,10953,41553,32887,14823,8393,63037,3859,5482,7535,7344,6097,1883,2103,1382,79395,1287,4241,18485,3156,10036,3804,1242,1801,4245,18728,6297,3017,3056,22914,14405,17502,7121,17453.0,2014,True,Janesville-Beloit,WI
27620,101212,11505,37660,26389,16869,8789,55887,2471,5149,7759,7315,4330,2154,1578,622,68175,1732,4985,5863,1240,8007,3803,1451,4610,4601,14826,4461,3484,9112,23518,10690,17522,7567,8878.0,2014,True,Jefferson City,MO
27740,142705,20168,47506,37681,23367,13983,84847,3833,7120,9037,8116,3798,1231,1959,2079,86540,871,5624,9949,1916,11237,2925,1296,4851,8936,24637,7301,4584,2413,29556,16774,21165,7628,11417.0,2014,True,Johnson City,TN
27780,98582,9705,45175,23738,12043,7921,57004,2164,4323,6710,5771,3919,1625,1498,1298,58547,1077,3150,5207,1434,7021,3211,886,3069,4503,18470,4798,2578,3143,19606,12644,13235,5616,7446.0,2014,True,Johnstown,PA
27860,81171,10492,26908,26583,9917,7271,48043,3127,3397,5067,3842,2017,1097,1192,1785,55172,1897,4249,6244,1311,7358,2230,1056,3176,3315,14688,5654,2535,1459,16935,10784,13808,5142,8503.0,2014,True,Jonesboro,AR
27900,115462,14984,41798,35762,16718,6200,66564,2845,6467,6364,7552,3385,1956,2218,1127,82706,1814,6079,13524,1880,9607,5876,2383,2669,6881,15950,8340,5244,2459,24972,14948,19481,9584,13721.0,2014,True,Joplin,MO
27980,114854,10379,36828,38643,21291,7713,54355,2741,3840,7134,7758,5989,3215,3506,2594,81247,2820,6711,2077,934,9067,4314,584,5473,10748,13658,17844,3143,3874,23936,22483,18085,9792,6951.0,2014,True,Kahului-Wailuku-Lahaina,HI
10180,106094,14791,32955,35390,16385,6573,59932,2847,5220,5482,7003,3339,1935,1938,1778,73410,3468,5542,3950,1474,9662,4033,1091,5194,4456,18928,7081,4308,4223,21287,13999,18944,9304,9876.0,2014,True,Abilene,TX
10420,478955,42543,157753,135521,91350,51788,283364,13100,24339,29009,33425,21421,11971,13008,10167,347452,1105,16140,53207,13335,43872,15784,6761,20304,34805,85186,31906,14858,10189,127956,58526,88838,22437,49695.0,2014,True,Akron,OH
10500,98047,18142,28588,32641,11339,7337,57795,2226,4675,5125,6622,2933,1273,1635,745,59482,1937,3238,6734,1434,7131,2461,348,2956,4586,15162,4704,2544,6247,17676,11808,14678,5912,9408.0,2014,True,Albany,GA
10540,82699,7384,26588,31758,11040,5929,45907,2424,2875,5230,6463,2356,1310,1216,635,48173,1917,3342,6551,1459,6295,2291,814,3290,2926,11829,4021,1629,1809,13808,8873,11470,5564,8458.0,2014,True,Albany,OR
10580,599924,45010,166044,176407,115814,96649,347291,13242,26757,37169,49015,35211,24702,19365,15371,442927,2659,25882,33854,10122,48102,18395,10187,27534,45393,122686,36717,19938,41458,190486,72632,106479,30811,42519.0,2014,True,Albany-Schenectady-Troy,NY
10740,610522,73804,152353,198371,106244,79750,342552,14763,25541,33157,40478,25623,13278,14543,12332,401350,4322,27963,20716,9203,46707,15932,7580,21172,52172,105225,43859,21260,25239,159269,79131,92309,37242,33399.0,2014,True,Albuquerque,NM
10780,101959,15503,39555,29642,11412,5847,53802,1903,4171,3933,6329,4002,2144,1184,837,57907,2602,3479,4770,1361,7846,3266,1029,2226,3242,15692,4679,3041,4674,17661,10933,14816,6179,8318.0,2014,True,Alexandria,LA
10900,573459,58798,203080,160213,98223,53145,315376,13558,27379,37145,42110,31159,17482,15704,15238,404235,1828,23440,56751,14364,50113,25908,7970,27243,36860,98580,31980,17539,11659,134376,68843,104258,34874,61884.0,2014,True,Allentown-Bethlehem-Easton,PA-NJ
11020,89091,9583,40478,21183,11513,6334,49678,2583,3433,5596,6857,2769,1113,1115,1054,58115,959,3503,6954,1944,8855,3537,965,2664,4050,14553,4953,2941,2237,17069,9939,15854,6043,9210.0,2014,True,Altoona,PA
11100,167611,24950,41000,63614,25149,12898,95667,3732,7698,8845,11929,8610,5142,4069,2672,126380,3960,9062,9731,4756,14173,7032,1434,8849,9907,29235,13803,8135,6303,41073,25635,31259,13093,15320.0,2014,True,Amarillo,TX
11180,49474,1768,9863,14136,10820,12887,35880,774,1674,4174,4267,2656,1983,1013,1588,51244,1419,4021,4565,696,4636,1223,709,1426,4418,20600,4244,1443,1844,24359,8085,9890,3972,4938.0,2014,True,Ames,IA
11260,251736,16878,66016,94149,47879,26814,135449,3913,10037,16010,18597,17063,11805,11187,9713,194941,7837,17048,3828,3986,19245,16339,5194,9130,19314,42527,19864,9070,21559,72535,36498,41074,24351,20483.0,2014,True,Anchorage,AK
11460,221693,11776,34081,58314,54838,62684,137240,5376,9894,13829,15339,14204,9385,9719,9474,179686,1081,4955,22110,3488,16234,5244,3610,7882,19281,65835,19835,7058,3073,95291,26346,34844,7575,15630.0,2014,True,Ann Arbor,MI
11500,79002,13206,24562,26379,9496,5359,46087,2184,4350,4653,3866,3168,1389,1086,810,48114,508,3684,7467,1324,5728,2308,636,2190,3155,10274,4587,1794,4459,13912,7883,11704,5401,9214.0,2014,True,Anniston-Oxford-Jacksonville,AL
11540,154847,11453,52252,48891,31787,10464,90046,4480,8071,10480,14753,8799,4676,3711,2698,124032,2507,5705,30734,4122,12717,5613,2512,9003,10285,21994,10899,5389,2552,39444,18092,30976,10068,25452.0,2014,True,Appleton,WI
11700,321725,30461,80709,105557,65910,39088,182129,8756,17422,18101,21695,12453,6438,5293,4034,202727,2869,16169,22587,3996,28614,6633,3111,11009,20629,47613,23197,9970,6330,71805,38272,46875,21735,24040.0,2014,True,Asheville,NC
12020,116699,15807,28888,30119,20435,21450,71814,2524,5858,7231,6710,4577,2683,2167,1886,86392,1438,3632,7654,2006,9149,2706,1127,2722,8453,28802,12120,4205,2378,37187,16546,16471,5134,11054.0,2014,True,Athens-Clarke County,GA
12060,3659861,429139,901675,1017270,836631,475146,1981447,87217,161973,200602,243797,163029,101513,111637,120155,2654680,9646,174554,214247,83018,318753,183145,88572,191156,373266,522632,258089,130934,106668,1061824,418827,672450,215514,286065.0,2014,True,Atlanta-Sandy Springs-Roswell,GA
12100,187900,26029,63434,51886,31967,14584,101937,3612,7878,11556,13113,8052,5147,5186,4788,129393,181,8125,5196,1700,13882,5312,2272,6131,12406,29167,31437,4601,8983,40299,37441,30323,10254,11076.0,2014,True,Atlantic City-Hammonton,NJ
12220,90584,10001,23371,28501,17003,11708,57880,2109,3942,4200,5684,3163,1849,2678,2310,68479,1116,2961,9066,665,10383,2842,764,3520,4411,20206,5177,5189,2179,26717,10146,17356,4902,9358.0,2014,True,Auburn-Opelika,AL
12260,388561,55310,119961,114412,62584,36294,208479,9766,13883,20349,26676,15876,8684,7455,5023,238378,3761,15962,27596,4352,32122,11494,3896,9399,22230,55757,26104,9522,16183,80209,47043,57812,20896,32418.0,2014,True,Augusta-Richmond County,GA-SC
12420,1275153,141775,249952,354794,336653,191979,703976,28175,55458,74203,95166,72304,35503,44817,50855,999617,10264,74589,79873,24611,112665,38098,26796,69871,148378,208400,98184,49195,58693,440738,160682,240503,81000,76694.0,2014,True,Austin-Round Rock,TX
12540,520351,132543,144147,163482,54752,25427,261135,10217,18775,26156,29203,21676,11873,11938,7643,328210,55623,21903,20532,10058,36203,17305,3315,10264,27211,64322,28466,12240,20768,86671,59183,68879,67367,46110.0,2014,True,Bakersfield,CA
12580,1903363,184557,511969,488804,406135,311898,1032604,39090,70022,99698,139771,104835,72404,94532,83562,1384210,6321,88787,68145,33112,144643,55246,27789,86582,187162,360392,112239,73124,140668,626381,233204,314640,97360,112625.0,2014,True,Baltimore-Columbia-Towson,MD
12620,107218,10865,34964,34501,17928,8960,61218,2592,5023,4750,7915,3437,2438,1320,1426,71558,1335,5203,3960,1450,11104,2601,823,3118,6358,22700,6659,3628,2619,25846,15109,16372,7270,6961.0,2014,True,Bangor,ME
12700,165103,6011,37929,47972,41287,31904,95697,4056,6939,10154,11665,10241,8003,5836,5428,104476,465,9379,3900,1968,13305,4142,1899,6631,12670,29092,11951,4170,4904,43268,21403,23199,10534,6072.0,2014,True,Barnstable Town,MA
12940,530098,70994,171509,142953,94816,49826,305096,12767,21498,30970,36129,27255,15388,15070,12326,387732,6702,38402,33783,10446,48257,19153,6527,20227,35289,86816,35022,23118,23990,133421,72391,90465,43933,47522.0,2014,True,Baton Rouge,LA
12980,91215,9156,32361,30843,13221,5634,52385,3000,5667,5393,5685,2892,1381,1608,1219,56162,516,2078,14356,883,7713,2164,418,1801,4246,10303,6136,2551,2997,15458,10863,12093,4788,12960.0,2014,True,Battle Creek,MI
13980,110173,14141,28960,30449,19891,16732,67185,2432,7006,6211,6305,4985,2505,1709,1599,82510,776,3940,9648,1116,9977,2719,862,3393,7063,26936,9599,3209,3272,32432,16096,18957,5359,9666.0,2014,True,Blacksburg-Christiansburg-Radford,VA
13020,75869,9674,26464,25444,9875,4412,42706,2330,2192,5038,5647,2729,1764,1447,1019,45622,621,2013,7215,1314,6120,2300,797,2238,3056,12010,3967,2165,1806,13902,8879,11479,4011,7351.0,2014,True,Bay City,MI
13140,269424,40397,100315,84110,30542,14060,152806,4818,13009,14228,14728,10097,6023,6285,3559,166332,3833,16287,23088,4301,17910,9618,2087,7127,13350,38714,14800,8805,6412,49678,31122,37986,20775,26771.0,2014,True,Beaumont-Port Arthur,TX
13220,88248,14103,36554,22210,10384,4997,49335,1976,5213,3916,4640,2737,1145,733,1076,45905,4590,2208,1997,1170,6870,2096,1075,1687,2547,12943,3825,1352,3545,12561,10031,12823,6075,4415.0,2014,True,Beckley,WV
13380,134303,11806,32394,46285,29111,14707,81973,2507,9075,9986,10636,5870,3948,2852,2688,99061,2998,6581,8930,2480,12140,3815,1416,5519,10376,21592,12425,5922,4867,35487,20735,21799,10128,10912.0,2014,True,Bellingham,WA
13460,122494,9001,28986,47260,23299,13948,66218,2551,5490,6670,9280,5480,2686,2109,2760,79420,2447,6145,6844,1237,11008,1521,1549,4520,6613,19694,9990,4052,3800,28945,17302,16607,8096,8470.0,2014,True,Bend-Redmond,OR
13740,113586,9182,36042,36533,22531,9298,66824,3724,5583,7156,7511,5418,2670,2382,3559,86048,4536,6861,4584,3279,11002,4504,2674,5815,7028,16921,9972,5355,3517,28324,15914,19669,12181,9960.0,2014,True,Billings,MT
13780,166447,16886,53049,53265,24274,18973,99298,4136,8681,10512,10488,8626,4099,3319,2672,111784,1305,6991,13737,3090,13451,5037,1576,5149,10129,31332,9980,5748,4259,40813,21955,27061,8736,13219.0,2014,True,Binghamton,NY
13820,777441,98235,227250,232778,135271,83907,439531,18158,33497,43320,50849,30319,18495,19315,14601,509071,5764,32673,50100,14577,61451,27582,11038,44335,50691,116114,43674,29113,21959,181120,86148,128069,44883,68851.0,2014,True,Birmingham-Hoover,AL
13900,85208,6128,23627,27989,19285,8179,53813,2503,4190,6663,8925,4878,2785,2111,3414,67426,4988,4941,2030,1652,6760,3498,1145,3184,5633,19314,5869,3769,4643,26755,10860,16164,7434,6213.0,2014,True,Bismarck,ND
14010,115464,6307,31790,28960,31796,16611,72551,2572,6070,8734,8065,6360,4731,5167,2417,98890,1061,3620,6650,2205,11369,2925,1036,18996,7904,25948,9259,5006,2911,41261,18537,24464,6028,8600.0,2014,True,Bloomington,IL
14020,93798,8416,23971,22071,18789,20551,61929,3075,5605,5960,5554,4595,1924,1934,2297,79469,939,3690,9155,1810,8013,1659,1725,2676,5541,28057,8893,4456,2855,35327,12973,16487,6106,8576.0,2014,True,Bloomington,IN
14100,57536,5877,25468,12460,8666,5065,33873,1247,3250,3582,3973,3213,938,938,972,38494,652,1565,5653,940,4593,2458,815,1345,2469,11304,2899,2061,1740,12291,6468,9432,2792,7511.0,2014,True,Bloomsburg-Berwick,PA
14260,428486,37390,112900,152142,83601,42453,240402,9513,21892,26299,29124,17612,11896,7738,10507,304049,10267,19868,27701,7277,36189,14526,8345,19401,37510,67647,26022,12399,16897,113372,53595,73183,29327,34572.0,2014,True,Boise City,ID
14460,3272485,301722,757952,733250,818517,661044,1777817,55703,117113,157122,215690,180316,133418,166981,199955,2491650,7739,131304,218605,60412,245601,87761,70706,201613,365910,675032,222310,108711,95946,1179913,417240,535384,159946,199167.0,2014,True,Boston-Cambridge-Newton,MA-NH
14500,202844,11487,26830,46795,63150,54582,123690,3702,8375,12156,15152,13100,8358,11009,11550,168639,2104,8964,16254,4311,15187,4600,5544,10868,28998,36971,21350,8257,5231,86758,27433,34396,9221,10831.0,2014,True,Boulder,CO
14540,104850,16916,37312,28207,13293,9122,61834,2976,5961,6551,8236,5338,1477,1498,687,75105,1460,3362,15155,2415,8784,4794,830,2095,4850,18758,6827,3552,2223,22284,12850,17310,6482,16179.0,2014,True,Bowling Green,KY
14740,173850,9739,40568,67970,34542,21031,95249,4195,7473,11520,13020,9575,4879,5036,5378,108617,868,6536,9921,1606,13500,4390,2204,3700,13038,24865,13145,4850,9994,41657,22125,23025,10522,11288.0,2014,True,Bremerton-Silverdale,WA
14860,638978,65346,141459,133501,165506,133166,338421,10356,16672,29052,39524,29120,21861,31665,64815,471048,1449,31647,37558,11128,49843,13193,13833,63376,68707,105718,41606,21549,11441,209571,81217,113692,34809,31759.0,2014,True,Bridgeport-Stamford-Norwalk,CT
15260,77502,10436,22370,26573,10172,7951,43618,3003,3108,3737,6025,2934,1261,1476,1272,48182,759,2795,4287,1007,6973,3044,648,2859,4094,9097,7030,2058,3531,13771,10532,12725,5122,6032.0,2014,True,Brunswick,GA
15380,789338,73148,237074,245115,129675,104326,470564,20919,35562,47476,57197,39910,23201,17420,14880,544689,4301,26645,60211,13015,65679,24788,8731,41549,49106,151230,52985,23314,23135,201857,101947,136824,37939,66122.0,2014,True,Buffalo-Cheektowaga-Niagara Falls,NY
15500,104405,16815,30363,35835,14966,6426,62799,3246,4328,5435,5935,3463,2228,1930,1019,71695,812,4482,10689,2611,8424,2442,961,3234,6784,17376,8237,3218,2425,22985,13279,17694,6995,10742.0,2014,True,Burlington,NC
15540,143498,11328,35836,36545,33914,25875,85222,3801,7308,9163,12015,9200,5519,4700,3950,119255,2200,6629,14229,2732,13785,4313,1658,4709,10771,37489,9140,4862,6738,53383,18822,25326,10367,11357.0,2014,True,Burlington-South Burlington,VT
15680,72686,5845,23140,22683,10852,10166,39179,1752,2330,4326,5656,5961,2772,3726,3312,53934,305,4040,1911,909,4729,3037,1294,1322,8157,11190,5056,2274,9710,23119,7539,12019,6598,4659.0,2014,True,California-Lexington Park,MD
15940,279494,27749,107256,84903,38706,20880,159604,9194,14754,19073,15664,10991,6032,5303,4147,189978,2934,12369,34762,5116,23762,8084,2547,10056,15431,45913,16697,7861,4446,60007,33817,47847,17172,31135.0,2014,True,Canton-Massillon,OH
15980,501098,68739,152093,147429,84063,48774,263295,12969,25199,29281,28994,17284,9905,8709,10039,278917,2794,24818,9141,5119,43140,12408,5981,17901,39406,60186,34676,14896,8451,87371,64820,75007,28047,23672.0,2014,True,Cape Coral-Fort Myers,FL
16020,64485,8631,22259,17085,11055,5455,37842,1889,3795,4345,3041,2176,1657,1092,697,45291,601,3072,4717,1756,4624,1690,866,2622,2608,14147,5267,1946,1375,14529,9409,10940,4448,5965.0,2014,True,Cape Girardeau,MO-IL
16060,81862,7232,22519,28734,12903,10474,50423,1590,3527,5428,5698,2810,1463,1582,1051,54690,1109,2635,3563,718,7112,1462,713,3072,2697,21800,5034,1744,3031,20540,11552,13635,4103,4860.0,2014,True,Carbondale-Marion,IL
16220,54784,3678,14515,25103,7228,4260,33323,1156,2907,3879,4821,2478,1988,1746,962,43966,4865,3967,1971,1680,3840,2322,512,1610,3670,9284,5316,2711,2218,12484,8691,9736,6425,6630.0,2014,True,Casper,WY
16300,178054,10106,51066,62363,37441,17078,106799,3902,8574,11832,16868,11223,5590,5461,4672,138945,2644,10890,22907,3735,15949,7908,3010,10627,13773,30692,7579,6378,2853,51636,20384,34521,13629,18775.0,2014,True,Cedar Rapids,IA
16540,104971,16968,43868,25545,11579,7011,58565,2867,4765,7845,6960,4659,1640,2131,1009,70617,2338,5085,11504,2221,10107,2884,1179,3308,4502,15558,6035,2812,3084,20864,12178,16448,7560,13567.0,2014,True,Chambersburg-Waynesboro,PA
16580,140592,8071,35238,42540,29050,25693,94306,3834,7637,9811,11305,6838,4153,2680,3539,119371,2865,4720,9883,3650,12825,4468,2685,6494,9533,40756,12123,6117,3252,50901,21544,26870,7879,12177.0,2014,True,Champaign-Urbana,IL
16620,160127,23069,65305,37711,19310,14732,93385,5101,8058,10046,7802,5694,3597,2363,2508,91854,4398,3905,4868,1842,11025,5444,1717,4538,8725,21583,10910,4496,8403,33452,16995,23971,8954,8482.0,2014,True,Charleston,WV
16700,493410,50597,124420,155411,103652,59330,276509,10170,22502,30068,33404,23445,13453,12323,13593,349358,1496,24019,32788,7798,43150,17654,9805,18461,45633,76849,35895,15247,20563,131046,64805,85484,31351,36672.0,2014,True,Charleston-North Charleston,SC
