cbsa,Education_Total,Less than high school graduate,High school graduate (includes equivalency),Some college or associate's degree,Bachelor's degree,Graduate or professional degree,Income_Total,"$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or more",Occupation_Total,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate, and rental and leasing","Professional, scientific, and management, and administrative, and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,"Management, business, science, and arts occupations",Service occupations,Sales and office occupations,"Natural resources, construction, and maintenance occupations","Production, transportation, and material moving occupations",year,metropolitan_area,city,state
14010,117215,5639,31228,31388,34227,14733,72165,2040,5543,6889,9755,8714,4803,3596,3423,100571,2268,3320,7701,1758,11480,3336,1197,21109,8142,23560,10573,3582,2545,42719,16512,24278,7536,9526.0,2013,True,Bloomington,IL
14020,93029,8385,22971,23893,18462,19318,61647,2259,3490,5990,7623,3733,2450,1830,2212,80168,206,3936,9087,1547,9216,2525,1841,2920,5011,26238,10306,4129,3206,30832,15685,17903,5142,10606.0,2013,True,Bloomington,IN
14100,57136,5399,25755,12822,8014,5146,33976,1800,2630,3187,3996,2574,1386,1330,1012,40424,1073,2574,5479,746,5226,2297,655,1910,1606,11284,3984,2274,1316,13162,6799,9978,3615,6870.0,2013,True,Bloomsburg-Berwick,PA
14260,414598,40161,103036,144234,87511,39656,233789,12304,20181,25615,30497,14533,7638,9768,7744,293708,8546,20444,30113,8887,35480,12273,7439,17992,32520,62614,26523,12539,18338,110459,49353,75187,26089,32620.0,2013,True,Boise City,ID
14460,3232066,284721,774214,725352,807453,640326,1763437,55747,116331,166815,221931,180081,126879,156826,176591,2458317,6078,119561,221601,56324,250684,84913,61230,197954,373515,675794,210812,108107,91744,1144930,418194,546253,149519,199421.0,2013,True,Boston-Cambridge-Newton,MA-NH
14500,200114,14069,24290,44624,59657,57474,123498,4082,9113,11126,17125,12042,7693,10903,11343,167744,1057,6001,18874,5209,17192,3721,5379,7025,34541,38516,17701,8249,4279,88407,27030,31916,7238,13153.0,2013,True,Boulder,CO
14540,104584,15286,36348,26474,15556,10920,62741,3367,4707,7389,7155,3869,2000,1581,2011,76370,1187,3891,12054,1543,10772,3603,1336,3180,7026,20002,6626,3363,1787,23826,14681,19413,5951,12499.0,2013,True,Bowling Green,KY
14740,173179,10002,38173,71458,35945,17601,97854,3520,7837,10770,14459,10350,7122,5441,4076,113865,1514,7561,10105,1211,14061,4858,2134,6018,12945,24233,10924,6348,11953,43817,21219,25405,10798,12626.0,2013,True,Bremerton-Silverdale,WA
14860,635155,72699,135330,138285,159340,129501,328062,9836,18374,26928,36933,29109,23556,26109,59629,463442,1459,30528,40503,10433,51523,13655,12006,53224,78627,96915,39670,24986,9913,195997,85986,111197,34938,35324.0,2013,True,Bridgeport-Stamford-Norwalk,CT
15380,783045,75126,228913,243386,130423,105197,469897,18880,40113,50097,57303,35115,20945,19646,14156,537478,2365,22636,62503,13555,63017,25870,8184,41393,53795,146536,53591,21940,22093,198833,101987,138603,35160,62895.0,2013,True,Buffalo-Cheektowaga-Niagara Falls,NY
15500,103360,15122,32367,33115,14020,8736,59200,2691,4411,6237,6994,3265,1909,1352,833,69053,611,4966,11524,1841,8615,1665,871,4187,6290,18507,5296,2419,2261,22502,11115,16583,7681,11172.0,2013,True,Burlington,NC
15540,142816,9790,35246,35959,37457,24364,84400,3404,6934,8190,11967,9249,4341,5023,4539,117333,1174,6991,13037,1971,12536,4456,2583,5198,13265,35542,9260,5238,6082,51208,19972,25411,8190,12552.0,2013,True,Burlington-South Burlington,VT
15940,278217,29777,108057,80794,38172,21417,160166,7264,13063,15780,17323,12131,5498,5488,3805,182465,2379,9689,33218,4467,21953,8541,2473,9833,15769,44399,16862,8258,4624,56269,35788,42073,16302,32033.0,2013,True,Canton-Massillon,OH
15980,486827,67111,151581,140802,82370,44963,241238,11808,20030,21960,27080,15880,8352,9215,9576,263579,2004,23898,8034,5831,43389,10581,4509,18691,32329,55075,35155,15146,8937,80435,56026,77474,28708,20936.0,2013,True,Cape Coral-Fort Myers,FL
16020,60699,8569,20244,16778,9953,5155,36158,1050,3541,4273,3432,1042,1303,1301,554,43853,1229,2156,5031,674,5494,2277,753,2232,2895,13559,3968,1831,1754,12368,9986,11132,3950,6417.0,2013,True,Cape Girardeau,MO-IL
16060,81650,8191,21877,29126,11616,10840,50870,2819,3226,4658,4418,3526,1754,1298,917,55674,1406,2555,5475,773,6636,1982,568,2735,3477,20319,4623,1535,3590,17948,11491,14880,5227,6128.0,2013,True,Carbondale-Marion,IL
16220,53589,3707,14464,22803,8473,4142,32665,2684,1985,4704,3950,2563,1497,1288,1968,41279,4094,2760,2322,1700,5213,2240,197,2429,2120,8959,3748,2673,2824,13899,7035,9732,5791,4822.0,2013,True,Casper,WY
16300,175605,11408,51568,64114,32184,16331,105035,4026,9067,10756,16265,9647,5238,4610,3058,136236,2315,9887,23454,3216,18109,7044,2773,7754,12543,30460,10315,5277,3089,49841,20538,35172,12088,18597.0,2013,True,Cedar Rapids,IA
16540,104821,14136,45225,25420,12270,7770,59145,3514,6013,6766,8832,5344,2987,1649,1238,71325,2648,4619,11953,985,8846,3765,828,3635,4709,15906,5455,3563,4413,22525,11694,16641,6859,13606.0,2013,True,Chambersburg-Waynesboro,PA
16580,138486,7798,35392,40728,30966,23602,90474,3779,6817,10072,8849,6963,3660,3428,3628,115991,2887,3509,8409,3280,12026,4514,2688,6342,9714,44082,11856,4065,2619,49450,22817,25106,6977,11641.0,2013,True,Champaign-Urbana,IL
16620,160283,19284,62034,42420,22724,13821,95251,5356,7657,9982,11412,4791,2945,2447,3358,97088,4852,5546,4105,2448,10674,6048,1645,6662,11581,23245,6987,4580,8715,34429,17846,25510,9356,9947.0,2013,True,Charleston,WV
16700,477348,48269,119830,151750,99216,58283,268003,11875,20359,26230,34731,22940,10844,12673,11141,338548,1397,20355,35001,7195,37019,16489,9095,17138,42830,76137,40540,17339,18013,125841,67396,80556,27461,37294.0,2013,True,Charleston-North Charleston,SC
16740,1543440,202211,386033,461460,337402,156334,859709,41218,68267,83482,100109,66779,38659,40993,42439,1108897,7533,71021,129215,37915,133790,57081,24149,102359,129271,216846,113170,54495,32052,409052,189203,281683,94577,134382.0,2013,True,Charlotte-Concord-Gastonia,NC-SC
16820,149642,17351,37079,32034,31636,31542,84595,3077,7738,9780,10510,7986,3356,4695,5099,102542,1449,5952,4719,1692,10352,3635,1198,5998,13137,33214,10312,4818,6066,50713,17802,18921,8145,6961.0,2013,True,Charlottesville,VA
15180,239079,86036,54640,57533,28405,12465,118546,4464,8265,10469,10157,4912,2887,2935,2347,142179,2728,9407,7372,3819,17971,5733,1916,7418,12271,49141,11544,6348,6511,45222,32855,34937,13566,15599.0,2013,True,Brownsville-Harlingen,TX
16860,372846,54200,112657,117697,56148,32144,209304,7883,20303,21077,24619,15705,7263,6420,6442,246403,1212,16668,34942,7125,27834,16664,4385,19427,22572,53628,22129,10406,9411,89545,38749,61139,21482,35488.0,2013,True,Chattanooga,TN-GA
16940,63961,2971,15471,27462,10688,7369,35785,1920,2409,4311,5726,4282,1977,1586,814,47460,1409,3909,1993,429,7708,3046,920,1781,3189,10163,3800,1952,7161,16190,8330,12290,5311,5339.0,2013,True,Cheyenne,WY
16980,6334694,813414,1573245,1723245,1354214,870576,3450331,128646,249789,354282,435449,314842,194460,211738,232513,4551636,15091,233526,569109,147317,490117,276229,96910,336913,586915,1006130,428717,215366,149296,1718125,780662,1135778,302224,614847.0,2013,True,Chicago-Naperville-Elgin,IL-IN-WI
17020,141998,16324,32784,55055,25788,12047,85158,2931,6275,9003,8741,4636,3350,3177,2428,91352,3119,4676,5590,1558,10707,2927,1827,5316,9423,26744,10120,5043,4302,30972,22378,21201,8029,8772.0,2013,True,Chico,CA
17140,1411811,147246,429657,394932,277087,162889,822005,37115,66849,84795,99095,70852,36166,39925,41401,1013976,4424,49669,142454,30915,124409,49219,18851,76684,113765,226899,96975,44148,35564,386357,172187,258225,68603,128604.0,2013,True,Cincinnati,OH-KY-IN
17300,163736,17545,48995,59192,27224,10780,96258,4507,10951,12197,10133,5927,3889,2255,2084,103333,3119,4759,14449,1725,11436,5224,1764,5031,7841,24792,9268,5403,8522,35057,17426,23822,9369,17659.0,2013,True,Clarksville,TN-KY
17460,1426443,151916,423181,426536,261234,163576,844428,31790,65357,80615,101547,63113,40467,33794,33805,970595,4613,42817,143347,28600,102215,40699,18486,76576,97112,253532,83516,44445,34637,368827,172574,236588,63068,129538.0,2013,True,Cleveland-Elyria,OH
17660,97666,6431,29958,38803,14248,8226,55836,2983,5789,9066,6754,3286,1494,1326,2085,62483,3076,6279,3876,1264,9709,2742,753,4494,7049,12365,6417,2553,1906,18385,11202,19383,7557,5956.0,2013,True,Coeur d'Alene,ID
17780,126678,21036,30414,31952,24082,19194,85573,3846,5213,8225,7597,5571,2861,3445,2560,112510,5065,7872,8913,1668,11552,4346,1922,5651,10112,32612,12344,4750,5703,41394,21731,26476,10597,12312.0,2013,True,College Station-Bryan,TX
17820,432476,29187,85409,165126,93332,59422,250601,12018,21458,25425,36154,21071,14495,14254,9939,298994,2156,22207,19324,6169,32289,11098,9057,18570,40640,64276,33463,17772,21973,122908,55114,69687,26664,24621.0,2013,True,Colorado Springs,CO
17860,100431,6940,20459,27581,25562,19889,67680,2371,5895,6765,7102,3968,2937,3577,2793,95032,1156,3321,5180,1307,12129,2590,2239,7351,8893,30475,13910,3479,3002,41918,19232,20212,5868,7802.0,2013,True,Columbia,MO
17900,516657,59765,141843,156411,99266,59372,296310,12411,24515,33642,36457,23840,9764,9025,7880,364033,3101,21352,35529,8898,45273,15290,7555,32361,31882,83014,35604,19835,24339,131790,63289,95474,30561,42919.0,2013,True,Columbia,SC
17980,198599,29637,59303,67690,24571,17398,110901,4612,9128,11114,11216,6470,2334,3125,2280,115278,861,5706,11893,2062,12851,5674,2349,11147,8395,25654,14103,4758,9825,34370,25100,30553,9064,16191.0,2013,True,Columbus,GA-AL
18140,1299885,129477,381717,350586,280829,157276,750394,34049,63694,78510,89571,64470,38984,37798,31272,972725,6698,49658,90060,31961,122075,46872,21513,91085,102634,229024,94836,40468,45841,391317,163106,233653,64689,119960.0,2013,True,Columbus,OH
18580,285869,54563,85347,95797,33331,16831,160549,7823,11993,16719,19366,14113,6885,5724,3756,206600,11538,16338,11929,4283,25237,9407,3207,10558,15408,44852,26335,11680,15828,53795,47019,52813,28701,24272.0,2013,True,Corpus Christi,TX
18880,174482,22127,48085,59640,26525,18105,98219,4154,8639,11570,11745,8735,4131,3600,3650,107475,984,8336,5040,1253,14094,5100,1196,9459,11387,16117,16798,7360,10351,32493,26354,28722,11583,8323.0,2013,True,Crestview-Fort Walton Beach-Destin,FL
19780,394821,26836,105245,123053,100628,39059,233644,9252,19975,26309,33132,21454,14237,11846,12401,321187,4215,17848,28832,11116,36844,13526,7306,52024,33502,63692,24600,13561,14121,127321,51035,85076,23605,34150.0,2013,True,Des Moines-West Des Moines,IA
19820,2912060,332691,795821,939880,508311,335357,1658085,70751,127480,165369,200314,134647,81545,80138,69569,1907552,7901,83143,349859,45860,208742,81598,34966,123820,217797,431445,170377,88741,63303,700384,333351,477134,127961,268722.0,2013,True,Detroit-Warren-Dearborn,MI
19060,70341,7751,31718,19244,6630,4998,37773,1253,3357,3961,3320,2126,879,639,332,39118,667,2269,4103,556,4421,2389,382,2074,2331,10701,4114,1177,3934,11293,9396,9284,3398,5747.0,2013,True,Cumberland,MD-WV
19100,4332404,676313,972140,1270579,939513,473859,2406092,98922,193563,242837,287296,218039,129024,141398,149539,3327474,46433,246598,337070,110072,388665,188079,77764,292557,418785,644808,292446,182317,101880,1251044,537789,842372,310894,385375.0,2013,True,Dallas-Fort Worth-Arlington,TX
19140,89308,27370,27754,23245,6109,4830,48318,2848,3328,4261,5294,1506,892,906,722,61049,726,2911,21621,1448,7246,2937,463,1956,5302,7957,3698,2714,2070,13093,10409,14026,5574,17947.0,2013,True,Dalton,GA
19180,54158,7481,23012,16117,5435,2113,31482,1432,3006,3388,3728,2137,1073,453,558,33313,770,2030,5276,1277,3178,2704,198,1758,1445,8751,2789,1559,1578,8674,7390,6828,2915,7506.0,2013,True,Danville,IL
19300,135016,12684,39617,43626,26622,12467,70259,2941,5772,5871,8010,4270,3016,2401,2727,85191,1450,8178,8277,1711,11920,4909,831,6067,8230,16092,10394,3736,3396,27542,14946,21826,10254,10623.0,2013,True,Daphne-Fairhope-Foley,AL
19340,261314,27060,82554,82367,46971,22362,153566,6797,11275,16825,18820,12891,7634,6306,4802,183299,2835,11000,35367,4742,21164,11833,2479,9661,14266,39716,15717,8021,6498,58946,33037,43900,14940,32476.0,2013,True,Davenport-Moline-Rock Island,IA-IL
19380,540150,57709,157815,180704,83989,59933,323890,14156,27406,32277,36283,24411,12212,12161,9216,362098,1319,17510,50860,7041,41031,14501,6794,16836,39783,93291,33965,18395,20772,136771,65242,83410,25945,50730.0,2013,True,Dayton,OH
19460,104619,20099,33732,30975,13681,6132,60129,2622,5137,6661,6173,3935,1386,2358,724,62823,342,5066,14979,554,8593,2652,342,1704,6211,10958,5164,3902,2356,16632,11079,14276,6649,14187.0,2013,True,Decatur,AL
19500,74714,8649,26365,23810,10611,5279,44965,2016,3718,4718,5176,3622,1344,1260,1118,49327,607,2240,10061,783,5658,3175,796,2201,2656,11916,5234,1714,2286,14695,9708,12356,3747,8821.0,2013,True,Decatur,IL
19660,438701,45310,147898,152091,60112,33290,235616,12707,21474,21131,24776,12179,5236,6115,4881,232730,1621,17951,15747,5017,36266,9290,4252,17104,23644,50394,29026,11484,10934,67659,48765,68261,24440,23605.0,2013,True,Deltona-Daytona Beach-Ormond Beach,FL
19740,1820275,179429,371370,535887,471274,262315,1035096,43430,77074,108907,136211,98693,61650,69218,68143,1383946,24359,98457,95916,40450,152728,71724,50814,110954,203075,266427,139438,68085,61519,576171,230971,340505,113827,122472.0,2013,True,Denver-Aurora-Lakewood,CO
20020,100978,16099,33446,32929,11856,6648,57990,3011,4171,5092,6936,2558,1480,1533,1347,62025,1314,4582,6746,2410,8544,4663,753,2396,4148,14688,5117,3492,3172,17711,11459,15231,8243,9381.0,2013,True,Dothan,AL
20100,110659,14255,36093,33874,15646,10791,62053,2700,6077,7696,8049,5366,2483,2589,1561,76286,705,4772,6622,955,11920,5135,613,4135,5207,18368,6680,3092,8082,24641,13854,18636,7697,11458.0,2013,True,Dover,DE
20220,63312,4945,24067,17429,10926,5945,36801,1815,3758,3776,4928,2724,1331,1248,1331,50300,1024,2872,9074,1929,6305,1199,1232,3113,3039,11604,5126,2374,1409,16688,9560,11475,2876,9701.0,2013,True,Dubuque,IA
20260,191364,14532,59577,68999,33749,14507,115589,5888,9547,11783,14066,8553,3854,3464,2379,135333,4853,8208,10493,2189,15165,9002,1353,8935,8597,38440,16253,6072,5773,43053,30258,32458,12584,16980.0,2013,True,Duluth,MN-WI
20500,355221,43524,66667,83264,86140,75626,209290,9894,18038,20371,22691,16071,8951,11260,14643,259448,1587,14233,19026,4646,24999,6143,5325,13972,33329,92318,24554,11079,8237,122652,48962,51444,16812,19578.0,2013,True,Durham-Chapel Hill,NC
20700,111564,11613,43543,31182,16241,8985,58496,2586,5492,7067,6015,5530,2795,3945,1569,77282,434,3437,6301,2151,9508,6617,1639,4122,8858,19027,9047,2850,3291,23584,16661,19399,5807,11831.0,2013,True,East Stroudsburg,PA
20740,106680,7379,33977,38615,18796,7913,64494,3092,5197,7530,8046,4965,2617,1959,1363,85256,2119,3775,12486,1573,12933,3502,860,5773,5185,23236,8084,3083,2647,27613,17132,21114,5850,13547.0,2013,True,Eau Claire,WI
20940,106208,34022,23718,35008,9797,3663,47430,1489,3214,5363,5686,3403,1489,1468,896,59931,5206,2094,4036,2298,8931,4695,1082,1876,2944,13026,4424,3338,5981,13183,13823,15040,8107,9778.0,2013,True,El Centro,CA
21300,60937,6810,22610,16941,7749,6827,35838,1964,2827,3199,4178,2305,1112,1495,945,38468,533,1893,6226,882,4807,1015,492,1950,2655,11956,2863,1565,1631,14020,6727,9492,2943,5286.0,2013,True,Elmira,NY
21340,492872,125108,115236,149970,70773,31785,259580,14328,20062,23164,25043,13453,8224,6473,5277,328688,5310,19717,23597,9218,38286,18751,6152,15447,34263,83337,34801,15719,24090,98279,72414,82824,31565,43606.0,2013,True,El Paso,TX
21500,188007,19092,75606,43347,33614,16348,110733,6027,9391,10022,12536,7454,3628,2921,2576,128869,1317,6036,23663,2173,15833,3677,1593,7443,8740,34940,13483,5115,4856,41815,26281,29669,9906,21198.0,2013,True,Erie,PA
21660,240419,18200,59536,92375,41397,28911,144166,6712,11533,16125,14737,8574,4577,5053,3514,160005,4147,7496,16057,6237,18971,4546,2981,9046,17477,42212,16914,9324,4597,57174,31815,39247,11645,20124.0,2013,True,Eugene,OR
21780,212605,21296,71505,67790,33508,18506,124343,6035,8371,12452,15380,9544,4591,3361,2795,143628,1763,8500,22269,4129,16700,7659,2259,7018,11600,36746,11850,8601,4534,47440,27012,34254,11474,23448.0,2013,True,Evansville,IN-KY
21060,98644,11751,35323,30303,12950,8317,56888,2844,4303,6972,6988,4057,1716,1648,931,63948,760,4131,8735,1752,8417,3263,1298,2215,5175,14488,5934,3605,4175,20816,9339,15890,6345,11558.0,2013,True,Elizabethtown-Fort Knox,KY
21140,126986,24624,46452,33286,15104,7520,71056,4351,7640,6317,8711,4547,1732,1400,1211,92067,521,2697,32609,2326,11936,3767,880,3034,4340,16094,7906,4337,1620,20938,13781,21007,5564,30777.0,2013,True,Elkhart-Goshen,IN
22020,135865,8528,30115,49197,35331,12694,90959,4255,6670,10865,12253,6726,3892,3259,3528,126392,2767,8295,11109,4693,14505,5916,1669,10882,9643,37303,11676,5826,2108,46767,23351,29714,10573,15987.0,2013,True,Fargo,ND-MN
22180,230262,24942,62279,91644,35022,16375,142827,7279,11796,16280,15734,8992,3086,3731,2431,130719,895,8124,11024,1844,18218,5601,1905,5757,10201,34294,14462,6078,12316,41096,27597,34004,11010,17012.0,2013,True,Fayetteville,NC
22220,307604,50306,91567,78860,53364,33507,178227,8235,13923,20071,18481,13632,7183,6090,7126,226056,3956,12809,33807,6273,42755,10443,2072,9184,21597,47648,18396,11342,5774,78228,34229,56207,18472,38920.0,2013,True,Fayetteville-Springdale-Rogers,AR-MO
22380,80635,8715,16592,27652,16157,11519,49002,1378,4428,4767,6687,3244,2277,2315,1100,64735,1086,4153,4916,695,6015,1808,563,2731,3738,19861,12196,2659,4314,23913,14716,13357,6336,6413.0,2013,True,Flagstaff,AZ
22420,277853,33102,86714,104496,31778,21763,163740,8541,13290,14028,18335,9916,4626,3912,3098,162987,865,7751,25738,2901,20045,6167,2663,7880,14336,42048,18675,9166,4752,50236,34902,38480,13235,26134.0,2013,True,Flint,MI
22500,137168,24655,46381,37998,18747,9387,77550,3737,7213,5865,9269,3256,1711,839,1884,82040,1315,3814,12058,2969,10119,4865,1155,3551,6604,22398,6607,3736,2849,26807,15992,19879,7371,11991.0,2013,True,Florence,SC
22520,100438,16703,33797,32827,10557,6554,61383,3239,5271,7155,5937,2997,1677,1277,900,62017,877,3675,10142,1231,9161,4169,522,2551,5943,13032,5477,2936,2301,17244,12051,14785,7033,10904.0,2013,True,Florence-Muscle Shoals,AL
22540,70562,5085,26875,22670,11022,4910,41202,1928,3871,5230,6312,3747,1763,786,808,52889,3066,3118,13545,1195,5776,1982,1098,3425,2805,9477,3258,2251,1893,15418,7535,11650,6611,11675.0,2013,True,Fond du Lac,WI
22660,204871,11086,39074,65924,55937,32850,123877,4845,9324,14156,15409,12022,6600,6451,6361,163279,3103,10934,15079,2922,19976,5533,2676,9318,21753,37963,19691,7988,6343,67347,30735,38378,12494,14325.0,2013,True,Fort Collins,CO
22900,184936,32581,69059,52476,21423,9397,107030,4638,11420,9506,9228,5248,2065,1167,2761,111295,4659,7279,18624,2483,13733,5883,1606,4336,7576,28183,7287,5979,3667,32335,19809,26534,11995,20622.0,2013,True,Fort Smith,AR-OK
23060,274746,30645,85282,91938,42581,24300,166620,8079,13725,18047,18987,11792,6461,4293,3569,198753,1850,11009,41107,4944,25911,10009,3871,11180,14768,41349,15365,11048,6342,63247,30023,50656,16820,38007.0,2013,True,Fort Wayne,IN
23420,568993,148568,125960,181724,74489,38252,293517,12095,22294,28803,31610,18355,11061,10986,8646,371604,36926,18269,26802,14704,40769,18832,3310,19010,34325,86153,31360,19947,21197,105612,69628,88535,55304,52525.0,2013,True,Fresno,CA
23460,71748,13003,22440,24661,7090,4554,40135,1731,3015,4664,3866,2502,841,670,405,39960,195,2690,7500,1468,4589,2538,916,1288,2548,10182,2751,1669,1626,12140,6798,8503,4178,8341.0,2013,True,Gadsden,AL
23540,160896,13618,35474,51389,32250,28165,104294,5121,7688,8349,10269,5454,2645,3349,3606,121129,977,4864,5074,2422,15040,4522,2450,6834,10094,44953,12561,6104,5234,52712,23072,30220,7697,7428.0,2013,True,Gainesville,FL
23580,119365,26879,34813,31725,16638,9310,60937,2655,5260,5046,6535,3990,2136,2616,2229,86179,887,8099,17949,3329,10060,3472,1459,3462,7080,17275,6110,4833,2164,23319,13796,21146,9311,18607.0,2013,True,Gainesville,GA
23900,69710,8463,28892,15932,9485,6938,37242,1490,3627,4982,5429,3188,2167,1415,1176,50325,1728,3466,9270,1848,5833,2479,442,2097,3497,11019,4872,2034,1740,14588,7331,11679,5539,11188.0,2013,True,Gettysburg,PA
24220,59747,5136,15411,22836,11031,5333,40982,1897,3704,4201,5078,4019,1204,1202,1405,53690,2158,5110,3592,1009,7305,3607,821,1813,3441,17010,4332,1611,1881,17340,9900,13920,5915,6615.0,2013,True,Grand Forks,ND-MN
24260,55476,9744,16816,18802,6978,3136,31723,1953,3901,3338,4267,2459,773,965,530,42849,1748,4132,9377,1192,5551,2287,783,1566,1790,8322,2357,1956,1788,10593,6502,9513,5950,10291.0,2013,True,Grand Island,NE
24300,99326,8785,30549,32545,18797,8650,58466,1954,4914,5746,6590,4345,1984,2565,1725,67000,5955,4231,2835,1523,8227,3138,2305,4410,6522,14583,7464,3609,2198,22261,12347,17861,7496,7035.0,2013,True,Grand Junction,CO
24340,653175,66850,176670,209566,131855,68234,370818,18873,34163,43560,46762,29438,16158,13766,11619,486146,6827,24658,101374,17338,54478,16927,7372,25911,41788,110376,45202,23108,10787,166878,78528,117185,38192,85363.0,2013,True,Grand Rapids-Wyoming,MI
24500,55671,3771,17529,18015,10992,5364,34492,1636,2234,4275,3900,2128,956,654,1047,37619,839,2430,1595,468,5253,1917,701,2834,2862,10233,4038,2005,2444,12875,8287,8585,4153,3719.0,2013,True,Great Falls,MT
24540,168851,22665,43361,56550,32551,13724,92426,3674,8640,9752,14339,9075,4311,4719,2726,126735,7226,9716,13275,3270,14115,5341,1907,7913,16051,26367,9631,6580,5343,42308,23131,29699,14229,17368.0,2013,True,Greeley,CO
24580,208653,19334,68420,64465,41666,14768,122600,5806,10055,13606,16408,10350,4606,3274,4424,157352,4762,7805,31231,4699,16989,10008,2106,11819,10944,31978,14006,5608,5397,50957,25760,40002,13720,26913.0,2013,True,Green Bay,WI
24660,496135,72098,139668,147823,90327,46219,289205,12596,22905,29361,31204,18906,9390,9146,8467,333361,1366,18174,56906,11748,44781,18696,5078,20734,29729,72920,28417,15881,8931,111211,56296,85943,26087,53824.0,2013,True,Greensboro-High Point,NC
24780,102804,12410,25978,35263,17503,11650,67573,2454,5202,6685,6140,3828,2192,2025,2109,79763,933,2307,8594,1508,8386,2447,1244,4082,7175,25697,9428,4467,3495,30791,18427,18096,4928,7521.0,2013,True,Greenville,NC
24860,565654,86619,156744,170435,97838,54018,320628,13937,24096,32617,35830,22952,11989,10297,8261,377859,1532,20386,69640,11753,41161,15582,6842,18941,37180,85060,39696,18761,11325,130374,68454,88359,30210,60462.0,2013,True,Greenville-Anderson-Mauldin,SC
24020,92491,10027,33541,27062,12073,9788,51414,2341,4560,6509,6345,4041,2405,1716,1717,61961,1140,4496,6457,1463,9176,2772,647,3288,5036,15040,5173,3774,3499,20490,12012,15062,5673,8724.0,2013,True,Glens Falls,NY
25940,136247,14018,28966,43321,30737,19205,74931,3214,5606,7694,9121,6016,3786,3037,3803,86012,547,9143,2764,907,10825,3226,1307,5972,10127,15621,15058,5620,4895,25164,21625,21088,11184,6951.0,2013,True,Hilton Head Island-Bluffton-Beaufort,SC
25060,251241,34661,77812,90242,30725,17801,143330,8531,14327,15048,14989,9311,4022,3748,1641,162509,2405,12392,18040,3950,20543,8242,1845,7546,12577,27732,26231,8162,12844,43738,36802,41867,21347,18755.0,2013,True,Gulfport-Biloxi-Pascagoula,MS
25180,177003,23472,66768,49090,24042,13631,97681,4919,8965,13099,13807,7815,4276,4734,2426,117745,1318,9154,11236,3796,14551,6948,3355,7796,9931,26005,7945,5283,10427,37426,21482,29167,12685,16985.0,2013,True,Hagerstown-Martinsburg,MD-WV
25220,79809,16617,27642,20132,11203,4215,46039,1556,4374,4609,5521,2498,1737,1487,1069,53197,1310,7098,3880,713,5925,2872,1006,2475,4163,14060,5378,2142,2175,15530,10392,13346,7137,6792.0,2013,True,Hammond,LA
25260,92188,26198,22406,31688,8256,3640,41813,2342,3151,4402,4928,2022,1704,1693,1108,52551,9176,2327,3727,1048,4956,2509,301,1132,3188,11337,4691,2741,5418,13935,9588,10214,11296,7518.0,2013,True,Hanford-Corcoran,CA
25420,385426,36612,139145,96491,68921,44257,224798,11216,20836,24771,29904,20346,11400,10999,8844,275412,1510,12365,21748,8478,31583,17788,3956,21661,30702,62169,24748,13087,25617,104738,46206,71980,16615,35873.0,2013,True,Harrisburg-Carlisle,PA
25500,76870,13577,26044,17543,12178,7528,45285,2409,4216,5566,4507,3059,1749,1263,997,63355,1760,4090,8002,1391,9548,2502,776,2738,3530,15271,9101,2614,2032,18523,12415,17480,5320,9617.0,2013,True,Harrisonburg,VA
25540,832974,83809,231472,213401,168895,135397,464315,17338,35245,46475,60380,48465,29600,34483,34561,599081,2565,29558,66264,17545,67133,20831,11167,62711,65909,154576,47641,27090,26091,250604,102928,145325,41865,58359.0,2013,True,Hartford-West Hartford-East Hartford,CT
25620,89769,11455,23118,25959,18576,10661,53052,2577,4541,5062,6272,2651,919,1551,1341,64861,1710,3683,6733,896,9350,2776,426,2692,3406,20584,6006,4223,2376,23619,10533,17467,6518,6724.0,2013,True,Hattiesburg,MS
25860,252266,51872,80138,76049,30711,13496,136858,6533,12332,13992,13347,6689,2848,3286,2278,151393,1954,7025,38950,5360,15689,6384,1478,6030,8466,32800,11548,10699,5010,45266,25749,32748,12324,35306.0,2013,True,Hickory-Lenoir-Morganton,NC
26380,137262,34208,56477,28457,12828,5292,73418,2722,5058,8671,10390,5865,3311,3097,2433,91236,11952,6396,10265,2825,9598,7018,1289,4311,5520,16507,7656,5055,2844,21757,14463,21673,15084,18259.0,2013,True,Houma-Thibodaux,LA
26420,3984848,715460,949190,1088439,800646,431113,2158139,84726,161388,208140,244996,184865,113615,138624,154765,2995320,114487,265175,320450,112923,317181,167836,42413,173196,381405,601365,253635,161953,83301,1114480,490719,696316,326607,367198.0,2013,True,Houston-The Woodlands-Sugar Land,TX
26580,252581,35925,92521,76652,26687,20796,145100,5955,11771,13015,18222,8595,4340,3910,4059,141910,2082,8492,14640,4111,20536,7872,3378,5814,9594,42212,12694,5323,5162,46058,27267,37409,11834,19342.0,2013,True,Huntington-Ashland,WV-KY-OH
