# Days with AQI,Good,Moderate,Unhealthy for Sensitive Groups,Unhealthy,Very Unhealthy,AQI Maximum,AQI 90th Percentile,AQI Median,# Days CO,# Days NO2,# Days O3,# Days SO2,# Days PM2.5,# Days PM10,year,cbsa_code
365,79,191,78,17,.,200,122.0,70.0,.,.,73,170,122,.,2006,21780
365,197,159,9,.,.,126,74.0,48.0,.,.,84,.,274,7,2006,23060
177,124,47,6,.,.,119,74.0,45.0,.,.,177,.,.,.,2006,26540
365,77,232,55,1,.,156,107.0,66.0,.,1,70,106,188,.,2006,26900
363,223,107,32,1,.,163,96.0,34.0,.,.,.,269,94,.,2006,27540
114,59,55,.,.,.,90,71.0,48.0,.,.,.,.,114,.,2006,29020
364,194,166,4,.,.,119,74.0,48.0,.,.,69,.,295,.,2006,29200
365,79,206,70,10,.,200,119.0,66.0,.,3,88,121,153,.,2006,31140
363,277,79,7,.,.,133,64.0,34.0,.,.,154,125,84,.,2006,33140
240,146,88,6,.,.,126,77.5,47.0,.,.,156,.,84,.,2006,34620
111,63,48,.,.,.,86,73.0,46.0,.,.,.,.,111,.,2006,35220
365,292,65,8,.,.,130,71.0,21.0,.,.,.,365,.,.,2006,39980
183,115,60,8,.,.,133,84.0,46.0,.,.,183,.,.,.,2006,42980
365,259,98,8,.,.,133,71.0,39.0,.,126,161,.,78,.,2006,43780
365,223,118,24,.,.,132,90.0,45.0,.,.,117,176,72,.,2006,45460
362,248,107,7,.,.,147,77.0,39.0,.,.,282,.,80,.,2006,47180
333,289,43,1,.,.,105,58.0,34.0,.,.,333,.,.,.,2006,47340
342,273,43,26,.,.,147,89.0,16.0,.,.,.,342,.,.,2006,47780
184,163,21,.,.,.,97,51.0,39.0,.,.,184,.,.,.,2006,11180
365,247,108,10,.,.,126,75.0,44.0,8,.,148,147,62,.,2006,16300
365,274,88,3,.,.,139,66.0,38.0,.,.,161,110,94,.,2006,17540
365,148,211,6,.,.,115,77.0,54.0,.,4,82,2,164,113,2006,19340
365,258,105,2,.,.,105,65.0,42.0,4,33,149,.,179,.,2006,19780
116,116,.,.,.,.,50,34.0,20.0,.,.,.,.,.,116,2006,22800
120,82,37,1,.,.,104,67.0,39.5,.,.,.,.,120,.,2006,26980
365,315,50,.,.,.,95,54.0,28.0,.,.,.,.,.,365,2006,32380
365,232,97,36,.,.,146,100.0,33.0,.,.,.,278,77,10,2006,34700
365,140,207,18,.,.,134,87.0,56.0,.,.,70,17,214,64,2006,36540
122,83,39,.,.,.,88,66.0,38.0,.,.,.,.,110,12,2006,43580
260,203,56,1,.,.,102,62.0,41.0,.,.,185,.,74,1,2006,47940
364,360,4,.,.,.,72,36.0,21.0,.,.,.,6,.,358,2006,17700
23,21,2,.,.,.,66,34.0,18.0,.,.,.,.,.,23,2006,19980
116,102,14,.,.,.,74,54.0,26.0,.,.,.,.,116,.,2006,21380
365,88,194,69,13,1,201,122.0,65.0,.,10,124,85,143,3,2006,28140
248,165,65,18,.,.,150,90.0,44.0,.,.,248,.,.,.,2006,29940
363,257,87,18,1,.,156,84.0,41.0,.,.,363,.,.,.,2006,31740
163,90,73,.,.,.,83,66.0,45.0,.,.,.,.,153,10,2006,41140
159,131,28,.,.,.,78,57.0,33.0,.,.,47,.,104,8,2006,45820
365,238,102,24,1,.,151,93.0,44.0,6,23,286,.,29,21,2006,48620
365,241,117,7,.,.,136,79.0,43.0,.,11,267,2,85,.,2006,14540
365,137,171,48,9,.,182,112.0,61.0,.,31,138,125,71,.,2006,17140
365,186,147,29,3,.,200,97.0,50.0,.,.,238,38,89,.,2006,17300
287,171,104,12,.,.,136,84.0,46.0,.,.,196,.,89,2,2006,21060
365,79,191,78,17,.,200,122.0,70.0,.,.,73,170,122,.,2006,21780
118,68,49,1,.,.,105,71.0,44.5,.,.,.,.,118,.,2006,23180
365,160,171,30,4,.,171,94.0,53.0,.,9,157,124,74,1,2006,26580
365,236,119,10,.,.,126,77.0,44.0,.,62,164,34,105,.,2006,30460
12,8,4,.,.,.,71,65.0,35.0,.,.,.,.,12,.,2006,30940
365,79,206,70,10,.,200,119.0,66.0,.,3,88,121,153,.,2006,31140
267,183,83,1,.,.,101,71.0,45.0,.,.,214,.,52,1,2006,33180
365,221,127,16,1,.,161,84.0,44.0,.,26,187,84,68,.,2006,36980
365,222,133,10,.,.,147,77.0,44.0,.,53,176,54,82,.,2006,37140
125,76,49,.,.,.,94,70.0,44.0,.,.,.,.,118,7,2006,40080
254,206,48,.,.,.,87,64.0,40.0,.,.,245,.,.,9,2006,43700
122,82,40,.,.,.,89,70.0,40.0,.,.,.,.,122,.,2006,10780
365,70,213,65,17,.,195,129.0,70.0,.,4,132,57,169,3,2006,12940
120,64,56,.,.,.,89,74.5,49.0,.,.,.,.,120,.,2006,25220
365,202,146,14,3,.,182,87.0,48.0,.,.,178,.,187,.,2006,26380
365,267,84,12,2,.,169,87.0,40.0,.,.,294,.,71,.,2006,29180
365,190,158,15,2,.,177,84.0,50.0,.,1,154,7,203,.,2006,29340
364,269,85,10,.,.,126,74.0,40.0,.,.,292,3,69,.,2006,33740
285,178,96,11,.,.,136,84.0,46.0,.,.,213,.,72,.,2006,35020
365,129,205,28,3,.,174,97.0,57.0,.,6,164,.,192,3,2006,35380
365,174,155,32,4,.,159,100.0,52.0,.,.,211,2,151,1,2006,43340
212,192,18,2,.,.,119,50.0,32.5,.,.,181,.,.,31,2006,12300
365,339,25,1,.,.,122,47.0,32.0,.,.,343,.,21,1,2006,12620
132,120,10,2,.,.,129,48.0,24.0,.,.,85,.,.,47,2006,30340
365,316,41,8,.,.,140,61.0,34.0,.,81,239,17,23,5,2006,38860
182,154,23,5,.,.,133,61.0,38.0,.,.,182,.,.,.,2006,40500
361,211,147,3,.,.,122,84.0,48.0,.,.,354,.,7,.,2006,22380
122,116,6,.,.,.,73,41.0,22.0,.,.,.,.,100,22,2006,29420
333,145,145,39,4,.,176,108.0,55.0,.,.,.,.,32,301,2006,35700
365,80,157,117,11,.,200,130.0,81.0,.,.,105,216,8,36,2006,37740
365,11,87,110,98,59,974,306.0,140.0,.,10,65,1,6,283,2006,38060
124,123,1,.,.,.,51,28.0,14.0,.,.,.,.,101,23,2006,39140
57,57,.,.,.,.,46,35.0,19.0,.,.,.,.,.,57,2006,40940
328,230,92,6,.,.,150,74.0,45.0,.,.,306,.,15,7,2006,43320
360,252,99,9,.,.,119,74.0,46.0,.,.,323,.,27,10,2006,43420
365,196,150,19,.,.,143,90.0,50.0,.,.,280,.,16,69,2006,46060
365,187,164,14,.,.,146,74.0,50.0,.,9,180,.,.,176,2006,49740
365,124,186,40,14,1,205,115.0,61.0,.,11,128,16,210,.,2006,12580
363,259,77,26,1,.,156,93.0,40.0,.,.,363,.,.,.,2006,15700
274,155,102,16,1,.,159,90.0,48.0,.,.,173,.,101,.,2006,25180
365,76,208,62,17,2,210,126.0,69.0,.,14,93,84,173,1,2006,37980
267,140,106,19,2,.,159,93.0,50.0,.,.,197,.,70,.,2006,41540
365,140,169,35,18,3,221,115.0,57.0,1,40,153,18,151,2,2006,47900
243,179,47,14,2,1,201,87.0,42.0,.,2,179,.,62,.,2006,12700
365,158,173,31,3,.,159,100.0,53.0,.,27,101,29,208,.,2006,14460
365,228,129,8,.,.,140,77.0,42.0,.,.,130,.,235,.,2006,38340
365,201,139,21,3,1,226,90.0,48.0,.,17,129,53,166,.,2006,39300
365,220,124,16,4,1,215,88.0,45.0,.,6,218,3,138,.,2006,44140
232,181,41,6,2,2,207,72.0,39.0,.,.,159,.,73,.,2006,47240
365,246,102,13,4,.,172,82.0,41.0,.,9,220,.,136,.,2006,49340
172,121,47,4,.,.,140,77.0,44.0,.,.,172,.,.,.,2006,10300
364,268,86,10,.,.,126,74.0,39.0,.,.,295,.,69,.,2006,11460
74,45,28,1,.,.,123,69.0,32.5,.,.,.,.,74,.,2006,13020
359,301,47,9,2,.,182,58.0,37.0,.,.,316,.,43,.,2006,15620
365,114,183,65,3,.,190,114.0,64.0,.,14,82,120,139,10,2006,19820
361,270,86,5,.,.,143,69.0,33.0,.,.,164,118,79,.,2006,22420
365,236,112,13,4,.,200,77.0,43.0,1,82,151,.,131,.,2006,24340
286,191,78,13,4,.,185,84.0,43.0,.,.,172,.,114,.,2006,26090
118,112,6,.,.,.,73,38.0,12.0,.,.,.,.,118,.,2006,26340
248,214,33,1,.,.,101,54.0,37.0,.,.,188,.,60,.,2006,27020
241,152,86,3,.,.,119,74.0,46.0,.,.,158,.,83,.,2006,28020
242,154,81,7,.,.,126,71.0,44.0,.,.,163,.,79,.,2006,29620
158,128,22,6,2,.,197,77.0,38.5,.,.,158,.,.,.,2006,31220
120,62,56,2,.,.,115,75.0,49.0,.,.,.,.,120,.,2006,33780
223,151,59,8,5,.,192,87.0,43.0,.,.,174,.,49,.,2006,34740
229,160,60,8,1,.,151,77.0,44.0,.,.,175,.,54,.,2006,35660
97,78,17,2,.,.,132,59.0,28.0,.,.,.,.,97,.,2006,42300
365,259,98,8,.,.,133,71.0,39.0,.,126,161,.,78,.,2006,43780
183,139,34,8,2,.,197,80.0,42.0,.,.,183,.,.,.,2006,45900
346,286,57,3,.,.,129,61.0,33.0,.,.,129,.,217,.,2006,14660
365,246,119,.,.,.,97,63.0,44.0,.,.,171,.,191,3,2006,20260
364,316,47,1,.,.,118,54.0,37.0,.,22,266,.,62,14,2006,22020
119,69,49,1,.,.,117,71.0,43.0,.,.,.,.,119,.,2006,29100
358,281,75,2,.,.,105,62.0,38.0,.,.,123,.,235,.,2006,32140
365,168,187,10,.,.,140,81.0,52.0,.,4,133,16,208,4,2006,33460
154,122,31,1,.,.,119,67.0,43.5,.,.,154,.,.,.,2006,39860
363,260,98,5,.,.,124,67.0,42.0,.,.,154,.,209,.,2006,40340
365,304,61,.,.,.,87,56.0,34.0,19,.,140,.,206,.,2006,41060
114,101,13,.,.,.,79,51.0,25.0,.,.,.,.,114,.,2006,49100
365,197,146,22,.,.,133,87.0,48.0,.,.,130,.,235,.,2006,17380
118,64,53,1,.,.,104,71.0,47.5,.,.,.,.,118,.,2006,18060
10,7,3,.,.,.,57,55.0,35.0,.,.,.,.,10,.,2006,24980
365,141,193,27,4,.,169,94.0,55.0,.,.,89,13,263,.,2006,25060
118,53,65,.,.,.,96,73.0,52.0,.,.,.,.,118,.,2006,25620
365,183,170,12,.,.,150,77.0,50.0,.,.,128,.,237,.,2006,27140
120,51,69,.,.,.,98,75.5,53.0,.,.,.,.,120,.,2006,29860
365,88,219,50,8,.,200,113.0,63.0,.,5,122,40,198,.,2006,32820
324,176,135,13,.,.,143,84.0,49.0,.,.,189,.,135,.,2006,32940
285,178,96,11,.,.,136,84.0,46.0,.,.,213,.,72,.,2006,35020
365,174,180,11,.,.,140,84.0,51.0,.,.,103,.,262,.,2006,46180
118,100,18,.,.,.,77,55.0,31.0,.,.,.,.,118,.,2006,14700
60,40,20,.,.,.,73,60.5,41.5,.,.,.,.,60,.,2006,17860
89,88,1,.,.,.,54,42.0,30.0,.,.,89,.,.,.,2006,22220
116,116,.,.,.,.,50,34.0,20.0,.,.,.,.,.,116,2006,22800
351,304,45,2,.,.,120,54.0,23.0,.,.,.,.,.,351,2006,27900
365,88,194,69,13,1,201,122.0,65.0,.,10,124,85,143,3,2006,28140
362,291,67,4,.,.,119,67.0,37.0,.,.,307,19,36,.,2006,39500
163,90,73,.,.,.,83,66.0,45.0,.,.,.,.,153,10,2006,41140
365,18,182,125,40,.,200,154.0,96.0,.,28,61,156,72,48,2006,41180
365,182,159,23,1,.,151,93.0,51.0,2,55,140,124,44,.,2006,44180
365,189,165,11,.,.,123,82.0,50.0,.,3,126,204,32,.,2006,13740
365,317,45,2,1,.,188,55.0,18.0,26,.,.,.,338,1,2006,14580
365,317,42,6,.,.,145,55.0,22.0,71,.,.,.,103,191,2006,15580
365,348,17,.,.,.,84,39.0,11.0,152,.,.,116,97,.,2006,24500
357,314,42,1,.,.,102,51.0,22.0,.,.,.,.,73,284,2006,25740
365,300,64,1,.,.,105,58.0,38.0,13,.,207,.,58,87,2006,28060
359,306,48,3,2,.,160,57.0,25.0,31,.,.,.,126,202,2006,33540
119,106,13,.,.,.,68,52.0,26.0,.,.,.,.,119,.,2006,24260
62,50,12,.,.,.,94,54.0,31.0,.,.,.,.,.,62,2006,30420
365,343,22,.,.,.,87,45.0,27.0,106,.,185,.,74,.,2006,30700
365,140,207,18,.,.,134,87.0,56.0,.,.,70,17,214,64,2006,36540
109,102,7,.,.,.,83,39.0,21.0,.,.,.,.,109,.,2006,42420
122,83,39,.,.,.,88,66.0,38.0,.,.,.,.,110,12,2006,43580
361,291,67,3,.,.,115,67.0,37.0,154,.,207,.,.,.,2006,16180
333,314,19,.,.,.,90,45.0,21.0,.,.,.,.,18,315,2006,21220
214,170,43,1,.,.,112,64.0,44.0,.,.,214,.,.,.,2006,21980
49,49,.,.,.,.,35,25.0,14.0,49,.,.,.,.,.,2006,23820
365,89,213,57,6,.,182,115.0,65.0,1,32,215,.,98,19,2006,29820
365,314,48,1,1,1,455,53.0,31.0,.,.,.,.,.,365,2006,37220
365,214,136,15,.,.,122,87.0,47.0,.,55,271,.,23,16,2006,39900
245,180,62,3,.,.,129,64.0,40.0,.,.,168,.,77,.,2006,13620
365,158,173,31,3,.,159,100.0,53.0,.,27,101,29,208,.,2006,14460
362,316,44,2,.,.,122,54.0,34.0,.,.,331,.,31,.,2006,17200
365,206,106,53,.,.,146,107.0,44.0,.,.,94,222,49,.,2006,18180
214,175,37,2,.,.,115,64.0,38.5,.,.,170,.,44,.,2006,28300
208,179,27,2,.,.,112,54.0,35.0,.,.,165,.,43,.,2006,29060
365,282,70,12,1,.,151,64.0,34.0,12,82,160,53,58,.,2006,31700
345,300,45,.,.,.,100,61.0,35.0,.,.,345,.,.,.,2006,11660
365,317,48,.,.,.,89,55.0,9.0,.,.,.,254,111,.,2006,20980
89,88,1,.,.,.,54,42.0,30.0,.,.,89,.,.,.,2006,22220
311,190,107,14,.,.,140,87.0,47.0,.,2,185,.,80,44,2006,22900
363,246,113,4,.,.,122,77.0,44.0,.,.,339,.,24,.,2006,25460
117,78,39,.,.,.,89,65.0,44.0,.,.,.,.,117,.,2006,25760
109,61,48,.,.,.,89,66.0,46.0,.,.,.,.,109,.,2006,26300
365,144,200,15,6,.,166,87.0,54.0,.,2,124,.,239,.,2006,30780
365,88,219,50,8,.,200,113.0,63.0,.,5,122,40,198,.,2006,32820
116,64,52,.,.,.,84,66.0,47.5,.,.,.,.,116,.,2006,40780
119,69,50,.,.,.,96,67.0,47.0,.,.,.,.,119,.,2006,42620
117,61,54,2,.,.,108,67.0,49.0,.,.,.,.,117,.,2006,45500
365,158,173,25,9,.,200,97.0,55.0,.,11,72,97,169,16,2006,10900
360,265,83,10,2,.,172,74.0,38.0,.,.,277,2,81,.,2006,12100
365,71,226,47,19,2,226,124.0,67.0,.,42,105,45,173,.,2006,35620
365,76,208,62,17,2,210,126.0,69.0,.,14,93,84,173,1,2006,37980
365,254,81,24,6,.,195,93.0,41.0,.,52,256,.,56,1,2006,45940
354,196,140,16,2,.,177,84.0,47.0,.,.,163,1,190,.,2006,47220
365,77,261,24,1,2,212,97.0,63.0,.,7,168,.,25,165,2006,10740
365,263,79,22,1,.,161,87.0,44.0,.,1,353,1,10,.,2006,16100
199,196,3,.,.,.,65,44.0,35.0,.,4,154,.,.,41,2006,19700
111,111,.,.,.,.,47,18.0,8.0,.,.,.,.,111,.,2006,21580
365,185,156,23,1,.,154,93.0,50.0,.,56,264,35,10,.,2006,22140
361,264,90,7,.,.,129,80.0,42.0,.,33,295,.,31,2,2006,26020
365,124,202,27,7,5,396,101.0,58.0,.,5,184,.,31,145,2006,29740
116,116,.,.,.,.,33,20.0,10.0,.,.,.,.,116,.,2006,31060
126,122,4,.,.,.,64,41.0,24.0,.,.,.,.,115,11,2006,40740
102,101,1,.,.,.,59,25.0,13.0,.,.,.,.,102,.,2006,40760
365,364,1,.,.,.,59,26.0,15.0,29,.,.,.,328,8,2006,42140
360,305,53,2,.,.,112,57.0,42.0,.,.,343,2,11,4,2006,43500
352,326,26,.,.,.,68,49.0,22.0,.,.,.,.,207,145,2006,45340
365,306,50,8,1,.,159,67.0,35.0,2,.,319,8,36,.,2006,10580
365,227,115,21,2,.,151,88.0,43.0,.,75,176,47,67,.,2006,15380
365,281,78,6,.,.,115,66.0,38.0,.,.,231,.,134,.,2006,18500
365,335,29,1,.,.,115,49.0,32.0,.,.,339,26,.,.,2006,21300
348,308,39,1,.,.,119,53.0,35.0,.,.,335,.,13,.,2006,27060
365,268,74,22,1,.,151,87.0,40.0,.,.,295,35,35,.,2006,27460
365,323,37,5,.,.,129,54.0,36.0,.,.,359,6,.,.,2006,28740
365,347,15,3,.,.,133,44.0,19.0,.,.,181,72,.,112,2006,31660
365,71,226,47,19,2,226,124.0,67.0,.,42,105,45,173,.,2006,35620
105,91,14,.,.,.,85,55.0,19.0,.,.,.,.,105,.,2006,36300
365,296,62,7,.,.,143,61.0,34.0,3,.,246,52,64,.,2006,40380
365,307,53,5,.,.,140,61.0,36.0,4,.,333,7,21,.,2006,45060
363,335,26,2,.,.,115,48.0,34.0,.,.,350,2,11,.,2006,46540
229,199,25,5,.,.,122,58.0,33.0,.,.,229,.,.,.,2006,48060
364,147,200,16,1,.,154,90.0,54.0,.,.,140,.,224,.,2006,11700
119,83,36,.,.,.,90,71.0,38.0,.,.,.,.,119,.,2006,14380
120,61,59,.,.,.,100,74.5,50.0,.,.,.,.,120,.,2006,15500
365,96,210,43,16,.,195,116.0,65.0,.,5,138,21,201,.,2006,16740
256,105,123,28,.,.,150,101.0,54.0,.,.,188,.,68,.,2006,19000
360,152,189,18,1,.,159,87.0,54.0,.,.,113,.,247,.,2006,20500
363,161,188,14,.,.,133,88.0,53.0,.,.,102,.,261,.,2006,22180
290,119,168,3,.,.,127,70.0,53.0,.,.,.,.,288,2,2006,24140
365,193,140,29,3,.,156,97.0,48.0,62,.,136,.,166,1,2006,24660
262,168,90,4,.,.,136,76.0,45.0,.,.,180,.,82,.,2006,24780
360,124,219,15,2,.,166,84.0,59.0,.,.,92,.,268,.,2006,25860
121,80,41,.,.,.,85,63.0,40.0,.,.,.,.,116,5,2006,27340
257,161,89,7,.,.,136,84.0,45.0,.,.,170,.,87,.,2006,28820
121,69,52,.,.,.,95,69.0,46.0,.,.,.,.,121,.,2006,31300
291,114,175,2,.,.,109,76.0,55.0,.,.,.,.,291,.,2006,32000
357,294,59,4,.,.,108,64.0,38.0,.,.,357,.,.,.,2006,33980
111,69,42,.,.,.,92,68.0,43.0,.,.,.,.,111,.,2006,34820
210,105,88,16,1,.,177,100.0,50.5,.,.,210,.,.,.,2006,37080
365,140,201,23,1,.,164,91.0,56.0,1,.,129,.,235,.,2006,39580
265,148,110,7,.,.,122,84.0,48.0,.,.,178,.,86,1,2006,40580
365,158,186,20,1,.,164,90.0,53.0,2,.,117,39,207,.,2006,47260
349,348,1,.,.,.,57,17.0,3.0,.,.,.,349,.,.,2006,47820
363,198,152,13,.,.,145,80.0,47.0,.,.,97,105,161,.,2006,48900
365,112,220,28,5,.,166,99.0,61.0,.,4,86,13,262,.,2006,49180
365,316,48,1,.,.,113,54.0,37.0,.,12,303,22,27,1,2006,13900
364,312,52,.,.,.,100,55.0,37.0,.,.,358,.,6,.,2006,19860
364,316,47,1,.,.,118,54.0,37.0,.,22,266,.,62,14,2006,22020
363,350,12,1,.,.,119,36.0,7.0,.,.,.,363,.,.,2006,48780
365,190,133,41,1,.,175,104.0,49.0,7,.,130,153,75,.,2006,10420
362,292,57,9,4,.,185,84.0,33.0,.,.,208,154,.,.,2006,11780
53,35,18,.,.,.,98,67.0,43.0,.,.,.,.,53,.,2006,11900
345,286,52,7,.,.,147,64.0,36.0,.,.,345,.,.,.,2006,15340
342,198,119,24,1,.,172,93.0,47.0,77,.,177,.,88,.,2006,15940
365,137,171,48,9,.,182,112.0,61.0,.,31,138,125,71,.,2006,17140
365,105,179,76,5,.,161,119.0,69.0,.,19,71,206,59,10,2006,17460
365,219,119,25,2,.,154,93.0,45.0,5,.,176,32,78,74,2006,18140
365,234,111,19,1,.,156,86.0,43.0,99,.,178,.,88,.,2006,19380
56,56,.,.,.,.,40,29.0,23.0,.,.,.,.,.,56,2006,22300
365,160,171,30,4,.,171,94.0,53.0,.,9,157,124,74,1,2006,26580
364,300,55,8,1,.,161,64.0,28.0,.,.,210,127,.,27,2006,30620
237,162,62,11,2,.,166,84.0,44.0,.,.,210,.,.,27,2006,31930
213,152,51,10,.,.,150,80.0,43.0,.,.,213,.,.,.,2006,34540
341,297,42,2,.,.,107,56.0,23.0,.,.,.,341,.,.,2006,35420
346,290,44,12,.,.,133,70.0,20.0,.,.,.,346,.,.,2006,38580
365,280,83,2,.,.,143,65.0,31.0,.,.,.,137,115,113,2006,39020
354,284,57,13,.,.,133,74.0,17.0,.,.,.,313,.,41,2006,41400
365,253,98,13,1,.,164,77.0,42.0,.,.,180,104,81,.,2006,44220
365,219,134,12,.,.,136,79.0,44.0,.,.,144,77,82,62,2006,45780
356,266,84,6,.,.,140,77.0,37.0,.,.,356,.,.,.,2006,47920
365,54,187,118,6,.,174,119.0,80.0,2,.,48,278,36,1,2006,48260
365,94,193,77,1,.,161,112.0,65.0,.,.,56,174,135,.,2006,48540
214,121,75,17,1,.,161,100.0,48.0,.,.,214,.,.,.,2006,48940
365,180,165,17,3,.,174,90.0,51.0,.,.,148,29,188,.,2006,49660
241,132,74,28,7,.,182,112.0,48.0,.,.,241,.,.,.,2006,11620
311,190,107,14,.,.,140,87.0,47.0,.,2,185,.,80,44,2006,22900
334,240,69,23,2,.,156,90.0,42.0,.,.,307,.,27,.,2006,30020
365,250,98,17,.,.,143,84.0,42.0,.,.,323,.,42,.,2006,32540
365,265,88,11,1,.,151,80.0,39.0,.,.,219,.,39,107,2006,33060
356,276,75,5,.,.,109,63.0,31.0,.,.,.,90,82,184,2006,34780
365,195,119,41,10,.,174,115.0,49.0,.,34,247,.,84,.,2006,36420
365,224,109,29,3,.,166,97.0,46.0,.,.,222,37,26,80,2006,38620
365,262,89,11,2,1,206,84.0,41.0,.,59,224,3,33,46,2006,45140
365,134,188,37,4,2,207,105.0,56.0,.,4,175,85,99,2,2006,46140
362,320,42,.,.,.,85,53.0,20.0,.,.,.,.,362,.,2006,10540
362,325,37,.,.,.,86,51.0,20.0,7,.,.,.,349,6,2006,13460
363,330,33,.,.,.,86,46.0,15.0,.,.,.,.,363,.,2006,18700
365,266,84,15,.,.,147,73.0,37.0,56,.,128,.,180,1,2006,21660
365,260,103,2,.,.,105,66.0,34.0,.,.,.,.,364,1,2006,24420
361,297,64,.,.,.,92,62.0,22.0,.,.,.,.,347,14,2006,25840
364,232,106,18,8,.,176,92.0,38.0,.,.,.,.,364,.,2006,28900
364,281,72,10,1,.,178,65.0,30.0,.,.,.,.,355,9,2006,29260
365,231,129,5,.,.,139,74.0,44.0,.,.,137,.,227,1,2006,32780
365,240,111,12,1,1,201,81.0,39.0,6,2,110,1,246,.,2006,38900
360,293,66,1,.,.,107,61.0,29.0,.,.,.,.,360,.,2006,40700
363,293,63,6,1,.,154,64.0,31.0,17,.,138,.,208,.,2006,41420
360,323,35,1,1,.,154,52.0,20.0,.,.,.,.,360,.,2006,45520
365,158,173,25,9,.,200,97.0,55.0,.,11,72,97,169,16,2006,10900
365,296,65,4,.,.,133,64.0,39.0,.,76,181,100,.,8,2006,11020
213,172,40,1,.,.,101,61.0,42.0,.,.,213,.,.,.,2006,16540
205,160,40,5,.,.,136,71.0,41.0,.,.,205,.,.,.,2006,20180
211,162,42,7,.,.,140,71.0,41.0,.,.,211,.,.,.,2006,20700
365,220,134,10,1,.,161,77.0,45.0,.,25,125,44,171,.,2006,21500
365,204,148,13,.,.,132,86.0,46.0,.,.,171,.,194,.,2006,23900
365,164,180,20,1,.,156,92.0,54.0,.,15,110,15,225,.,2006,25420
365,251,99,14,1,.,154,81.0,41.0,.,21,172,172,.,.,2006,26860
365,234,114,17,.,.,119,82.0,44.0,.,59,133,81,80,12,2006,27780
365,227,110,24,4,.,169,93.0,44.0,.,66,160,54,77,8,2006,29540
365,288,71,6,.,.,132,67.0,38.0,.,87,146,90,.,42,2006,35260
365,71,226,47,19,2,226,124.0,67.0,.,42,105,45,173,.,2006,35620
365,76,208,62,17,2,210,126.0,69.0,.,14,93,84,173,1,2006,37980
365,43,205,98,19,.,200,136.0,79.0,.,3,47,162,153,.,2006,38300
365,353,10,2,.,.,104,30.0,11.0,33,.,.,332,.,.,2006,39060
313,206,89,16,2,.,156,87.0,42.0,.,48,157,23,82,3,2006,39740
355,312,37,6,.,.,150,58.0,35.0,.,.,355,.,.,.,2006,41260
365,228,127,10,.,.,140,76.0,44.0,.,35,124,12,190,4,2006,42540
348,278,62,8,.,.,112,74.0,37.0,.,.,348,.,.,.,2006,43740
365,209,142,14,.,.,126,86.0,47.0,.,3,187,1,174,.,2006,44300
365,241,56,54,14,.,176,115.0,27.0,.,.,.,365,.,.,2006,47620
361,305,51,5,.,.,133,61.0,31.0,.,.,199,152,.,10,2006,48700
365,223,124,17,1,.,157,89.0,44.0,.,108,122,51,78,6,2006,49620
365,180,165,17,3,.,174,90.0,51.0,.,.,148,29,188,.,2006,49660
365,201,139,21,3,1,226,90.0,48.0,.,17,129,53,166,.,2006,39300
365,56,129,95,71,14,217,175.0,100.0,.,4,207,.,149,5,2006,12540
365,176,123,47,8,11,8195,115.0,51.0,.,.,290,.,.,75,2006,13860
365,155,142,59,9,.,172,122.0,56.0,.,1,260,.,102,2,2006,17020
364,336,27,1,.,.,101,48.0,35.0,.,.,358,.,6,.,2006,17340
124,120,4,.,.,.,77,32.0,12.0,.,.,.,.,99,25,2006,18860
365,117,183,55,10,.,190,119.0,63.0,6,65,247,2,24,21,2006,20940
101,82,19,.,.,.,99,58.0,28.0,.,2,11,.,79,9,2006,21700
365,82,149,85,47,2,208,156.0,80.0,.,18,195,.,151,1,2006,23420
365,176,109,72,8,.,190,126.0,52.0,.,42,247,.,37,39,2006,25260
365,57,177,79,41,11,224,164.0,84.0,1,49,188,.,126,1,2006,31080
363,260,72,30,1,.,174,97.0,39.0,.,56,307,.,.,.,2006,31460
364,215,98,43,8,.,172,112.0,44.0,.,43,269,.,49,3,2006,32900
365,219,100,32,14,.,179,108.0,44.0,5,62,234,.,62,2,2006,33700
365,349,14,2,.,.,105,44.0,34.0,1,83,275,.,.,6,2006,34900
365,202,111,38,14,.,197,119.0,48.0,.,21,308,.,34,2,2006,37100
340,210,83,40,7,.,166,117.0,41.0,.,.,323,.,.,17,2006,39780
365,252,90,22,1,.,151,90.0,45.0,.,.,347,.,18,.,2006,39820
365,48,153,78,66,20,239,185.0,91.0,.,41,224,.,83,17,2006,40140
365,86,158,72,44,5,210,154.0,74.0,.,4,211,.,146,4,2006,40900
365,345,19,1,.,.,126,46.0,37.0,.,16,331,.,15,3,2006,41500
365,84,210,55,16,.,187,126.0,70.0,.,48,218,.,92,7,2006,41740
365,191,145,22,7,.,190,90.0,49.0,.,33,141,4,186,1,2006,41860
365,184,148,26,7,.,200,97.0,50.0,.,9,211,.,138,7,2006,41940
365,178,122,59,6,.,174,119.0,51.0,.,3,281,64,12,5,2006,42020
365,347,17,1,.,.,101,45.0,36.0,.,2,345,.,12,6,2006,42100
365,229,120,15,1,.,162,80.0,48.0,.,4,345,.,15,1,2006,42200
365,340,24,.,1,.,153,47.0,33.0,1,36,277,.,50,1,2006,42220
365,268,81,16,.,.,143,84.0,38.0,.,.,365,.,.,.,2006,43760
365,227,101,30,7,.,195,101.0,44.0,.,76,233,.,50,6,2006,44700
